timestamp,model,text,prediction,confidence
2025-05-06T19:41:22.146164+00:00,BERT,@Tatiana_K nope they didn't have it ,Negative,0.9245
2025-05-06T19:41:22.173519+00:00,BERT,@twittera que me muera ? ,Positive,0.5826
2025-05-06T19:41:22.196771+00:00,BERT,spring break in plain city... it's snowing ,Negative,0.8501
2025-05-06T19:41:22.222365+00:00,BERT,I just re-pierced my ears ,Positive,0.7817
2025-05-06T19:42:00.962724+00:00,BERT,"@LOLTrish hey  long time no see! Yes.. Rains a bit ,only a bit  LOL , I'm fine thanks , how's you ?",Positive,0.8901
2025-05-06T19:42:20.950953+00:00,BERT,I am sad,Negative,0.9971
2025-05-06T19:43:54.515641+00:00,BERT,I am very unhappy,Negative,0.9963
2025-05-06T19:44:25.002193+00:00,BERT,there is terriost attack in India today,Negative,0.9573
2025-05-06T20:31:57.634422+00:00,BERT,I am sad,Negative,0.9971
2025-05-06T20:32:06.071264+00:00,Logistic Regression,I am sad,Negative,1.0000
2025-05-06T20:32:14.147257+00:00,SVM,I am sad,Negative,0.9977
2025-05-06T20:32:28.292100+00:00,SVM,"@switchfoot http://twitpic.com/2y1zl - Awww, that's a bummer.  You shoulda got David Carr of Third Day to do it. ;D",Negative,0.6774
2025-05-06T20:32:28.292776+00:00,SVM,is upset that he can't update his Facebook by texting it... and might cry as a result  School today also. Blah!,Negative,0.7042
2025-05-06T20:32:28.293302+00:00,SVM,@Kenichan I dived many times for the ball. Managed to save 50%  The rest go out of bounds,Negative,0.5153
2025-05-06T20:32:28.294019+00:00,SVM,my whole body feels itchy and like its on fire ,Negative,0.7201
2025-05-06T20:32:28.294513+00:00,SVM,"@nationwideclass no, it's not behaving at all. i'm mad. why am i here? because I can't see you all over there. ",Negative,0.6795
2025-05-06T20:32:28.294972+00:00,SVM,@Kwesidei not the whole crew ,Positive,0.6014
2025-05-06T20:32:28.295383+00:00,SVM,Need a hug ,Negative,0.7700
2025-05-06T20:32:28.296218+00:00,SVM,"@LOLTrish hey  long time no see! Yes.. Rains a bit ,only a bit  LOL , I'm fine thanks , how's you ?",Positive,0.6778
2025-05-06T20:32:28.296489+00:00,SVM,@Tatiana_K nope they didn't have it ,Negative,0.6851
2025-05-06T20:32:28.296809+00:00,SVM,@twittera que me muera ? ,Negative,0.5604
2025-05-06T20:32:28.297141+00:00,SVM,spring break in plain city... it's snowing ,Negative,0.6499
2025-05-06T20:32:28.297383+00:00,SVM,I just re-pierced my ears ,Positive,0.6196
2025-05-06T20:32:47.350762+00:00,BERT,"@switchfoot http://twitpic.com/2y1zl - Awww, that's a bummer.  You shoulda got David Carr of Third Day to do it. ;D",Negative,0.8399
2025-05-06T20:32:47.380918+00:00,BERT,is upset that he can't update his Facebook by texting it... and might cry as a result  School today also. Blah!,Negative,0.9880
2025-05-06T20:32:47.410574+00:00,BERT,@Kenichan I dived many times for the ball. Managed to save 50%  The rest go out of bounds,Negative,0.5777
2025-05-06T20:32:47.442983+00:00,BERT,my whole body feels itchy and like its on fire ,Negative,0.9589
2025-05-06T20:32:47.479140+00:00,BERT,"@nationwideclass no, it's not behaving at all. i'm mad. why am i here? because I can't see you all over there. ",Negative,0.9362
2025-05-06T20:32:47.511002+00:00,BERT,@Kwesidei not the whole crew ,Negative,0.6089
2025-05-06T20:32:47.543272+00:00,BERT,Need a hug ,Negative,0.9679
2025-05-06T20:32:47.572968+00:00,BERT,"@LOLTrish hey  long time no see! Yes.. Rains a bit ,only a bit  LOL , I'm fine thanks , how's you ?",Positive,0.8901
2025-05-06T20:32:47.602597+00:00,BERT,@Tatiana_K nope they didn't have it ,Negative,0.9245
2025-05-06T20:32:47.629748+00:00,BERT,@twittera que me muera ? ,Positive,0.5826
2025-05-06T20:32:47.655249+00:00,BERT,spring break in plain city... it's snowing ,Negative,0.8501
2025-05-06T20:32:47.685655+00:00,BERT,I just re-pierced my ears ,Positive,0.7817
2025-05-06T20:46:55.356150+00:00,BERT,I am very sad and happy,Negative,0.7159
2025-05-06T20:47:06.747440+00:00,Logistic Regression,I am very sad and happy,Negative,0.9936
2025-05-06T20:54:15.257949+00:00,Logistic Regression,I am very sad to not feeling very good,Negative,0.9989
2025-05-06T20:55:22.515069+00:00,BERT,I am very sad to not feeling very good,Negative,0.9972
2025-05-06T20:56:35.446864+00:00,BERT,"@switchfoot http://twitpic.com/2y1zl - Awww, that's a bummer.  You shoulda got David Carr of Third Day to do it. ;D",Negative,0.8399
2025-05-06T20:56:35.543604+00:00,BERT,is upset that he can't update his Facebook by texting it... and might cry as a result  School today also. Blah!,Negative,0.9880
2025-05-06T20:56:35.571115+00:00,BERT,@Kenichan I dived many times for the ball. Managed to save 50%  The rest go out of bounds,Negative,0.5777
2025-05-06T20:56:35.671788+00:00,BERT,my whole body feels itchy and like its on fire ,Negative,0.9589
2025-05-06T20:56:36.116470+00:00,BERT,"@nationwideclass no, it's not behaving at all. i'm mad. why am i here? because I can't see you all over there. ",Negative,0.9362
2025-05-06T20:56:36.147793+00:00,BERT,@Kwesidei not the whole crew ,Negative,0.6089
2025-05-06T20:56:36.184109+00:00,BERT,Need a hug ,Negative,0.9679
2025-05-06T20:56:36.213593+00:00,BERT,"@LOLTrish hey  long time no see! Yes.. Rains a bit ,only a bit  LOL , I'm fine thanks , how's you ?",Positive,0.8901
2025-05-06T20:56:36.243327+00:00,BERT,@Tatiana_K nope they didn't have it ,Negative,0.9245
2025-05-06T20:56:36.274016+00:00,BERT,@twittera que me muera ? ,Positive,0.5826
2025-05-06T20:56:36.304129+00:00,BERT,spring break in plain city... it's snowing ,Negative,0.8501
2025-05-06T20:56:36.334423+00:00,BERT,I just re-pierced my ears ,Positive,0.7817
2025-05-06T20:58:34.443014+00:00,BERT,I am very sad to not feeling very good,Negative,0.9972
2025-05-06T21:04:44.561880+00:00,BERT,"@nationwideclass no, it's not behaving at all. i'm mad. why am i here? because I can't see you all over there.",Negative,0.9362
2025-05-06T21:05:42.302345+00:00,BERT,"@switchfoot http://twitpic.com/2y1zl - Awww, that's a bummer.  You shoulda got David Carr of Third Day to do it. ;D",Negative,0.8399
2025-05-06T21:05:42.392979+00:00,BERT,is upset that he can't update his Facebook by texting it... and might cry as a result  School today also. Blah!,Negative,0.9880
2025-05-06T21:05:42.477111+00:00,BERT,@Kenichan I dived many times for the ball. Managed to save 50%  The rest go out of bounds,Negative,0.5777
2025-05-06T21:05:42.558483+00:00,BERT,my whole body feels itchy and like its on fire ,Negative,0.9589
2025-05-06T21:05:42.642271+00:00,BERT,"@nationwideclass no, it's not behaving at all. i'm mad. why am i here? because I can't see you all over there. ",Negative,0.9362
2025-05-06T21:05:42.749285+00:00,BERT,@Kwesidei not the whole crew ,Negative,0.6089
2025-05-06T21:05:42.827176+00:00,BERT,Need a hug ,Negative,0.9679
2025-05-06T21:05:42.920629+00:00,BERT,"@LOLTrish hey  long time no see! Yes.. Rains a bit ,only a bit  LOL , I'm fine thanks , how's you ?",Positive,0.8901
2025-05-06T21:05:43.007622+00:00,BERT,@Tatiana_K nope they didn't have it ,Negative,0.9245
2025-05-06T21:05:43.087827+00:00,BERT,@twittera que me muera ? ,Positive,0.5826
2025-05-06T21:05:43.184074+00:00,BERT,spring break in plain city... it's snowing ,Negative,0.8501
2025-05-06T21:05:43.266153+00:00,BERT,I just re-pierced my ears ,Positive,0.7817
2025-05-06T22:01:16.177816+00:00,BERT,yash is sad,Negative,0.9927
2025-05-06T22:37:20.735238+00:00,BERT,I am sad,Negative,0.9971
2025-05-06T22:37:34.313937+00:00,Logistic Regression,I am sad,Negative,1.0000
2025-05-06T22:37:40.514196+00:00,SVM,I am sad,Negative,0.9977
2025-05-06T22:38:04.589496+00:00,SVM,I am sad,Negative,0.9977
2025-05-17T23:33:47.186963+00:00,BERT,I am happy,Positive,0.9936
2025-05-17T23:36:02.072497+00:00,BERT,I am happy,Positive,0.9936
2025-05-17T23:39:22.126731+00:00,BERT,"@switchfoot http://twitpic.com/2y1zl - Awww, that's a bummer.  You shoulda got David Carr of Third Day to do it. ;D",Negative,0.8399
2025-05-17T23:39:22.174425+00:00,BERT,is upset that he can't update his Facebook by texting it... and might cry as a result  School today also. Blah!,Negative,0.9880
2025-05-17T23:39:22.218232+00:00,BERT,@Kenichan I dived many times for the ball. Managed to save 50%  The rest go out of bounds,Negative,0.5777
2025-05-17T23:39:22.263837+00:00,BERT,my whole body feels itchy and like its on fire ,Negative,0.9589
2025-05-17T23:39:22.317839+00:00,BERT,"@nationwideclass no, it's not behaving at all. i'm mad. why am i here? because I can't see you all over there. ",Negative,0.9362
2025-05-17T23:39:22.368664+00:00,BERT,@Kwesidei not the whole crew ,Negative,0.6089
2025-05-17T23:39:22.420057+00:00,BERT,Need a hug ,Negative,0.9679
2025-05-17T23:39:22.459069+00:00,BERT,"@LOLTrish hey  long time no see! Yes.. Rains a bit ,only a bit  LOL , I'm fine thanks , how's you ?",Positive,0.8901
2025-05-17T23:39:22.507690+00:00,BERT,@Tatiana_K nope they didn't have it ,Negative,0.9245
2025-05-17T23:39:22.555835+00:00,BERT,@twittera que me muera ? ,Positive,0.5826
2025-05-17T23:39:22.609187+00:00,BERT,spring break in plain city... it's snowing ,Negative,0.8501
2025-05-17T23:39:22.666132+00:00,BERT,I just re-pierced my ears ,Positive,0.7817
2025-05-18T02:02:07.178550+00:00,BERT,I am happy,Positive,0.9936
2025-05-18T02:02:33.602460+00:00,BERT,"@switchfoot http://twitpic.com/2y1zl - Awww, that's a bummer.  You shoulda got David Carr of Third Day to do it. ;D",Negative,0.8399
2025-05-18T02:02:33.640253+00:00,BERT,is upset that he can't update his Facebook by texting it... and might cry as a result  School today also. Blah!,Negative,0.9880
2025-05-18T02:02:33.679816+00:00,BERT,@Kenichan I dived many times for the ball. Managed to save 50%  The rest go out of bounds,Negative,0.5777
2025-05-18T02:02:33.725527+00:00,BERT,my whole body feels itchy and like its on fire ,Negative,0.9589
2025-05-18T02:02:33.763985+00:00,BERT,"@nationwideclass no, it's not behaving at all. i'm mad. why am i here? because I can't see you all over there. ",Negative,0.9362
2025-05-18T02:02:33.803927+00:00,BERT,@Kwesidei not the whole crew ,Negative,0.6089
2025-05-18T02:02:33.848511+00:00,BERT,Need a hug ,Negative,0.9679
2025-05-18T02:02:33.884553+00:00,BERT,"@LOLTrish hey  long time no see! Yes.. Rains a bit ,only a bit  LOL , I'm fine thanks , how's you ?",Positive,0.8901
2025-05-18T02:02:33.920327+00:00,BERT,@Tatiana_K nope they didn't have it ,Negative,0.9245
2025-05-18T02:02:33.959075+00:00,BERT,@twittera que me muera ? ,Positive,0.5826
2025-05-18T02:02:33.997387+00:00,BERT,spring break in plain city... it's snowing ,Negative,0.8501
2025-05-18T02:02:34.035958+00:00,BERT,I just re-pierced my ears ,Positive,0.7817
